# Annotated with Bakta
# Software: v1.9.3
# Database: v5.1, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_26	cds	3776	4423	+	BEEJFJ_08570		hypothetical protein	RefSeq:WP_251448977.1, SO:0001217, UniParc:UPI00203FD98D, UniRef:UniRef100_UPI00203FD98D, UniRef:UniRef50_UPI00203FD98D, UniRef:UniRef90_UPI00203FD98D
contig_26	cds	4534	7212	+	BEEJFJ_08575	polA	DNA polymerase I	EC:2.7.7.7, GO:0003676, GO:0003677, GO:0003887, GO:0006261, GO:0008408, RefSeq:WP_251448978.1, SO:0001217, UniParc:UPI002040E8E3, UniRef:UniRef100_UPI002040E8E3, UniRef:UniRef50_R9M3M0, UniRef:UniRef90_UPI002040E8E3
contig_26	cds	7209	7676	+	BEEJFJ_08580	rimI	ribosomal protein S18-alanine N-acetyltransferase	EC:2.3.1.266, GO:0008999, GO:0036211, GO:0042254, RefSeq:WP_251448979.1, SO:0001217, UniParc:UPI00203E4987, UniRef:UniRef100_UPI00203E4987, UniRef:UniRef50_A0A2N0UHY6, UniRef:UniRef90_UPI00203E4987
contig_26	cds	7669	8259	+	BEEJFJ_08585		GNAT family N-acetyltransferase	RefSeq:WP_251448980.1, SO:0001217, UniParc:UPI0020408E4B, UniRef:UniRef100_UPI0020408E4B, UniRef:UniRef50_UPI0020408E4B, UniRef:UniRef90_UPI0020408E4B
contig_26	cds	8261	9271	+	BEEJFJ_08590	tsaD	tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex transferase subunit TsaD	EC:2.3.1.234, GO:0006400, RefSeq:WP_251448981.1, SO:0001217, UniParc:UPI0020420A32, UniRef:UniRef100_UPI0020420A32, UniRef:UniRef50_Q8RC98, UniRef:UniRef90_UPI0020420A32
contig_26	cds	9351	11048	-	BEEJFJ_08595		2-isopropylmalate synthase	EC:2.3.3.13, KEGG:K01649, RefSeq:WP_251448982.1, SO:0001217, UniParc:UPI00203FF0CC, UniRef:UniRef100_UPI00203FF0CC, UniRef:UniRef50_Q8UD63, UniRef:UniRef90_UPI00203FF0CC
contig_26	ncRNA-region	11102	11339	-			T-box leader	RFAM:RF00230, SO:0000140
contig_26	cds	11368	12075	-	BEEJFJ_08600		aspartate/glutamate racemase family protein	EC:5.1.1.10, KEGG:K25316, RefSeq:WP_251448983.1, SO:0001217, UniParc:UPI00203CC90A, UniRef:UniRef100_UPI00203CC90A, UniRef:UniRef50_G1USX1, UniRef:UniRef90_UPI00203CC90A
contig_26	cds	12259	13233	+	BEEJFJ_08605		ABC transporter substrate-binding protein	KEGG:K01989, RefSeq:WP_251448984.1, SO:0001217, UniParc:UPI002040B648, UniRef:UniRef100_UPI002040B648, UniRef:UniRef50_R9MUH4, UniRef:UniRef90_UPI002040B648
contig_26	cds	13330	14277	+	BEEJFJ_08610		ABC transporter permease	KEGG:K05832, RefSeq:WP_251448985.1, SO:0001217, UniParc:UPI00204164CA, UniRef:UniRef100_UPI00204164CA, UniRef:UniRef50_R9MCZ6, UniRef:UniRef90_UPI00204164CA
contig_26	cds	14270	15064	+	BEEJFJ_08615		ATP-binding cassette domain-containing protein	RefSeq:WP_251448986.1, SO:0001217, UniParc:UPI00203DF016, UniRef:UniRef100_UPI00203DF016, UniRef:UniRef50_A0A174EBH9, UniRef:UniRef90_UPI00203DF016
contig_26	cds	15247	16614	+	BEEJFJ_08620		citrate/2-methylcitrate synthase	RefSeq:WP_251448987.1, SO:0001217, UniParc:UPI0020425B50, UniRef:UniRef100_UPI0020425B50, UniRef:UniRef50_A0A7X7B6H4, UniRef:UniRef90_UPI0020425B50
contig_26	cds	16631	16999	+	BEEJFJ_08625		desulfoferrodoxin family protein	RefSeq:WP_251448988.1, SO:0001217, UniParc:UPI00203F8BCC, UniRef:UniRef100_UPI00203F8BCC, UniRef:UniRef50_A0A1E3A0B2, UniRef:UniRef90_UPI00203F8BCC
contig_26	cds	17044	18180	-	BEEJFJ_08630		site-specific integrase	RefSeq:WP_251448989.1, SO:0001217, UniParc:UPI00203AAD9D, UniRef:UniRef100_UPI00203AAD9D, UniRef:UniRef50_F4XD89, UniRef:UniRef90_UPI00203AAD9D
contig_26	cds	18319	20001	-	BEEJFJ_08635		FAD-dependent monooxygenase	KEGG:K07137, SO:0001217, UniRef:UniRef50_A0A1G3MAM9, UniRef:UniRef90_UPI00203E8AD7
contig_26	cds	20125	21471	+	BEEJFJ_08640	gdhA	NADP-specific glutamate dehydrogenase	EC:1.4.1.4, GO:0006520, GO:0016639, RefSeq:WP_251448991.1, SO:0001217, UniParc:UPI00203A6FF7, UniRef:UniRef100_UPI00203A6FF7, UniRef:UniRef50_Q9S1F9, UniRef:UniRef90_UPI00203A6FF7
contig_26	cds	21623	21826	+	BEEJFJ_08645		hypothetical protein	RefSeq:WP_251448992.1, SO:0001217, UniParc:UPI002041E0E2, UniRef:UniRef100_UPI002041E0E2, UniRef:UniRef50_UPI002041E0E2, UniRef:UniRef90_UPI002041E0E2
contig_26	cds	21823	22251	+	BEEJFJ_08650		DUF3021 domain-containing protein	RefSeq:WP_251448993.1, SO:0001217, UniParc:UPI00203BC595, UniRef:UniRef100_UPI00203BC595, UniRef:UniRef50_UPI00203BC595, UniRef:UniRef90_UPI00203BC595
contig_26	cds	22291	23487	-	BEEJFJ_08655		acetate kinase	RefSeq:WP_251448994.1, SO:0001217, UniParc:UPI00203AD728, UniRef:UniRef100_UPI00203AD728, UniRef:UniRef50_P38502, UniRef:UniRef90_UPI00203AD728
contig_26	cds	23687	24892	+	BEEJFJ_08660		nucleotidyltransferase family protein	RefSeq:WP_251448995.1, SO:0001217, UniParc:UPI00203B2350, UniRef:UniRef100_UPI00203B2350, UniRef:UniRef50_A0A1C7FKP5, UniRef:UniRef90_UPI00203B2350
contig_26	cds	24864	25559	-	BEEJFJ_08665		VTT domain-containing protein	RefSeq:WP_251448996.1, SO:0001217, UniParc:UPI00203EC07E, UniRef:UniRef100_UPI00203EC07E, UniRef:UniRef50_A0A3A8YNR9, UniRef:UniRef90_UPI00203EC07E
contig_27	cds	111	1313	-	BEEJFJ_08670	dpaL	diaminopropionate ammonia-lyase	EC:4.3.1.15, GO:0008838, GO:0030170, KEGG:K01751, RefSeq:WP_251448998.1, SO:0001217, UniParc:UPI00204129E8, UniRef:UniRef100_UPI00204129E8, UniRef:UniRef50_W8TIZ6, UniRef:UniRef90_UPI00204129E8
contig_27	cds	1472	2251	-	BEEJFJ_08675		short-chain-enoyl-CoA hydratase	SO:0001217, UniRef:UniRef50_A0A2Z3TS60, UniRef:UniRef90_UPI00203BBB76
contig_27	cds	2312	3655	-	BEEJFJ_08680		butyryl-CoA:acetate CoA-transferase	GO:0008410, GO:0046358, RefSeq:WP_251448999.1, SO:0001217, UniParc:UPI00203DD9D4, UniRef:UniRef100_UPI00203DD9D4, UniRef:UniRef50_B0MC58, UniRef:UniRef90_UPI00203DD9D4
contig_27	cds	3659	4513	-	BEEJFJ_08685		3-hydroxybutyryl-CoA dehydrogenase	SO:0001217, UniRef:UniRef50_P45856, UniRef:UniRef90_A0A8J6MAR7
contig_27	cds	4803	6944	-	BEEJFJ_08690		polyribonucleotide nucleotidyltransferase	EC:2.7.7.8, GO:0003723, GO:0004654, GO:0006396, GO:0006402, KEGG:K00962, RefSeq:WP_251449000.1, SO:0001217, UniParc:UPI0020400E4D, UniRef:UniRef100_UPI0020400E4D, UniRef:UniRef50_B9E1K8, UniRef:UniRef90_UPI0020400E4D
contig_27	cds	7131	7397	-	BEEJFJ_08695	rpsO	30S ribosomal protein S15	GO:0000314, GO:0003735, GO:0006412, GO:0022627, KEGG:K02956, RefSeq:WP_251449001.1, SO:0001217, UniParc:UPI002041A3EC, UniRef:UniRef100_UPI002041A3EC, UniRef:UniRef50_Q1DAM2, UniRef:UniRef90_A0A8J6J458
contig_27	cds	7640	8749	-	BEEJFJ_08700		hypothetical protein	RefSeq:WP_251449002.1, SO:0001217, UniParc:UPI00203D58D3, UniRef:UniRef100_UPI00203D58D3, UniRef:UniRef50_UPI00203D58D3, UniRef:UniRef90_UPI00203D58D3
contig_27	cds	8791	9393	-	BEEJFJ_08705		lactate utilization protein	RefSeq:WP_251449003.1, SO:0001217, UniParc:UPI0020406FA9, UniRef:UniRef100_UPI0020406FA9, UniRef:UniRef50_D8GNI8, UniRef:UniRef90_UPI0020406FA9
contig_27	cds	9409	10278	-	BEEJFJ_08710	yitT	YitT family protein	RefSeq:WP_251449004.1, SO:0001217, UniParc:UPI002040797B, UniRef:UniRef100_UPI002040797B, UniRef:UniRef50_F4X9M5, UniRef:UniRef90_UPI002040797B
contig_27	cds	10279	12531	-	BEEJFJ_08715		DNA topoisomerase (ATP-hydrolyzing) subunit A	RefSeq:WP_251449005.1, SO:0001217, UniParc:UPI00203AD49D, UniRef:UniRef100_UPI00203AD49D, UniRef:UniRef50_A0A7C6GW86, UniRef:UniRef90_UPI00203AD49D
contig_27	cds	12603	13628	-	BEEJFJ_08720		S-layer-like y domain-containing protein	RefSeq:WP_251449006.1, SO:0001217, UniParc:UPI00203EA0E7, UniRef:UniRef100_UPI00203EA0E7, UniRef:UniRef50_UPI00203EA0E7, UniRef:UniRef90_UPI00203EA0E7
contig_27	cds	13660	15873	-	BEEJFJ_08725		hypothetical protein	RefSeq:WP_251449007.1, SO:0001217, UniParc:UPI00204017A8, UniRef:UniRef100_UPI00204017A8, UniRef:UniRef50_UPI00204017A8, UniRef:UniRef90_UPI00204017A8
contig_27	cds	15891	17885	-	BEEJFJ_08730		toprim domain-containing protein	RefSeq:WP_251449008.1, SO:0001217, UniParc:UPI00203B7636, UniRef:UniRef100_UPI00203B7636, UniRef:UniRef50_A0A1Y3SLT7, UniRef:UniRef90_UPI00203B7636
contig_27	cds	18050	19078	-	BEEJFJ_08735	mnmA	tRNA 2-thiouridine(34) synthase MnmA	EC:2.8.1.13, GO:0008033, GO:0016740, GO:0016783, RefSeq:WP_251449009.1, SO:0001217, UniParc:UPI00203DE3FC, UniRef:UniRef100_UPI00203DE3FC, UniRef:UniRef50_A0A7X5E0S6, UniRef:UniRef90_UPI00203DE3FC
contig_27	cds	19068	20891	-	BEEJFJ_08740	mnmG	tRNA uridine-5-carboxymethylaminomethyl(34) synthesis enzyme MnmG	GO:0002098, GO:0008033, GO:0050660, KEGG:K03495, RefSeq:WP_251449010.1, SO:0001217, UniParc:UPI00203F5E8C, UniRef:UniRef100_UPI00203F5E8C, UniRef:UniRef50_A0A9D1QYZ7, UniRef:UniRef90_UPI00203F5E8C
contig_27	cds	20926	21825	-	BEEJFJ_08745		diacylglycerol kinase family lipid kinase	RefSeq:WP_251449011.1, SO:0001217, UniParc:UPI00203F78D7, UniRef:UniRef100_UPI00203F78D7, UniRef:UniRef50_A0A096CRI5, UniRef:UniRef90_UPI00203F78D7
contig_27	cds	21928	22785	-	BEEJFJ_08750		shikimate dehydrogenase	EC:1.1.1.25, KEGG:K00014, RefSeq:WP_251449012.1, SO:0001217, UniParc:UPI00203E9BF3, UniRef:UniRef100_UPI00203E9BF3, UniRef:UniRef50_A0A1W2BW36, UniRef:UniRef90_UPI00203E9BF3
contig_27	cds	22806	23621	-	BEEJFJ_08755		zinc dependent phospholipase C family protein	RefSeq:WP_251449013.1, SO:0001217, UniParc:UPI00203D0274, UniRef:UniRef100_UPI00203D0274, UniRef:UniRef50_A6NXX9, UniRef:UniRef90_UPI00203D0274
contig_28	cds	63	785	+	BEEJFJ_08760		NAD-dependent protein deacylase	EC:2.3.1.286, GO:0034979, GO:0051287, GO:0070403, RefSeq:WP_251449016.1, SO:0001217, UniParc:UPI0020417C86, UniRef:UniRef100_UPI0020417C86, UniRef:UniRef50_A0A6N3HQ32, UniRef:UniRef90_UPI0020417C86
contig_28	cds	825	1241	-	BEEJFJ_08765	paaI	PaaI family thioesterase	RefSeq:WP_251449017.1, SO:0001217, UniParc:UPI00203CF6B9, UniRef:UniRef100_UPI00203CF6B9, UniRef:UniRef50_UPI00203CF6B9, UniRef:UniRef90_UPI00203CF6B9
contig_28	tRNA	1360	1448	+	BEEJFJ_08770	trnS	tRNA-Ser(cga)	SO:0000269
contig_28	cds	1517	2314	-	BEEJFJ_08775		ZIP family metal transporter	SO:0001217, UniRef:UniRef50_V2RJ72, UniRef:UniRef90_UPI0020406572
contig_28	cds	2439	4313	-	BEEJFJ_08780		flavocytochrome c	RefSeq:WP_251449018.1, SO:0001217, UniParc:UPI00203E4AF5, UniRef:UniRef100_UPI00203E4AF5, UniRef:UniRef50_A0A844K885, UniRef:UniRef90_UPI00203E4AF5
contig_28	cds	4493	5509	-	BEEJFJ_08785		FAD:protein FMN transferase	EC:2.7.1.180, KEGG:K03734, RefSeq:WP_251449019.1, SO:0001217, UniParc:UPI00203C76B2, UniRef:UniRef100_UPI00203C76B2, UniRef:UniRef50_A0A1C5YZD0, UniRef:UniRef90_UPI00203C76B2
contig_28	cds	5506	6045	-	BEEJFJ_08790		Gx transporter family protein	RefSeq:WP_251449020.1, SO:0001217, UniParc:UPI00203BEF8D, UniRef:UniRef100_UPI00203BEF8D, UniRef:UniRef50_A6NT41, UniRef:UniRef90_UPI00203BEF8D
contig_28	cds	6047	6442	-	BEEJFJ_08795	nusG	NusG domain II-containing protein	RefSeq:WP_251449021.1, SO:0001217, UniParc:UPI00203C980A, UniRef:UniRef100_UPI00203C980A, UniRef:UniRef50_A0A212KH72, UniRef:UniRef90_UPI00203C980A
contig_28	tRNA	6525	6612	-	BEEJFJ_08800	trnL	tRNA-Leu(caa)	SO:0000264
contig_28	cds	6779	7147	+	BEEJFJ_08805		sigma factor-like helix-turn-helix DNA-binding protein	KEGG:K09787, RefSeq:WP_251449022.1, SO:0001217, UniParc:UPI0020422044, UniRef:UniRef100_UPI0020422044, UniRef:UniRef50_A0A1Q6S5I8, UniRef:UniRef90_UPI0020422044
contig_28	cds	7151	8518	+	BEEJFJ_08810	ffh	signal recognition particle protein	EC:3.6.5.4, GO:0003924, GO:0005048, GO:0009306, GO:0048501, KEGG:K03106, RefSeq:WP_251449023.1, SO:0001217, UniParc:UPI00203D04BD, UniRef:UniRef100_UPI00203D04BD, UniRef:UniRef50_A0A061QDM8, UniRef:UniRef90_UPI00203D04BD
contig_28	cds	8591	8830	+	BEEJFJ_08815	rpsP	30S ribosomal protein S16	COG:COG0228, COG:J, GO:0000314, GO:0003735, GO:0006412, GO:0022627, KEGG:K02959, RefSeq:WP_251449024.1, SO:0001217, UniParc:UPI00203C422E, UniRef:UniRef100_UPI00203C422E, UniRef:UniRef50_A0A2W1B373, UniRef:UniRef90_UPI00203C422E
contig_28	cds	8849	9079	+	BEEJFJ_08820		KH domain-containing protein	RefSeq:WP_251449025.1, SO:0001217, UniParc:UPI00203F0AE8, UniRef:UniRef100_UPI00203F0AE8, UniRef:UniRef50_Q97I96, UniRef:UniRef90_UPI00203F0AE8
contig_28	cds	9141	9806	+	BEEJFJ_08825		CatA-like O-acetyltransferase	EC:2.3.1.28, KEGG:K19271, RefSeq:WP_251449026.1, SO:0001217, UniParc:UPI00203E9A04, UniRef:UniRef100_UPI00203E9A04, UniRef:UniRef50_F3BA07, UniRef:UniRef90_UPI00203E9A04
contig_28	cds	9820	10317	+	BEEJFJ_08830	rimM	ribosome maturation factor RimM	GO:0003723, GO:0006364, RefSeq:WP_251449027.1, SO:0001217, UniParc:UPI00203AC641, UniRef:UniRef100_UPI00203AC641, UniRef:UniRef50_A0A0S2W3E5, UniRef:UniRef90_UPI00203AC641
contig_28	cds	10317	11078	+	BEEJFJ_08835	trmD	tRNA (guanosine(37)-N1)-methyltransferase TrmD	EC:2.1.1.228, GO:0008033, GO:0052906, KEGG:K00554, RefSeq:WP_251449028.1, SO:0001217, UniParc:UPI00203A7C79, UniRef:UniRef100_UPI00203A7C79, UniRef:UniRef50_A0A1Q6RKB6, UniRef:UniRef90_UPI00203A7C79
contig_28	cds	11219	12058	+	BEEJFJ_08840	degV	DegV family protein	RefSeq:WP_251449029.1, SO:0001217, UniParc:UPI00203C784D, UniRef:UniRef100_UPI00203C784D, UniRef:UniRef50_A0A096BA94, UniRef:UniRef90_UPI00203C784D
contig_28	cds	12111	13106	-	BEEJFJ_08845		RnfABCDGE type electron transport complex subunit B	RefSeq:WP_251449030.1, SO:0001217, UniParc:UPI00203AAD43, UniRef:UniRef100_UPI00203AAD43, UniRef:UniRef50_D1Y5W4, UniRef:UniRef90_UPI00203AAD43
contig_28	cds	13120	13710	-	BEEJFJ_08850	rnfA	electron transport complex protein RnfA	KEGG:K03617, RefSeq:WP_251449031.1, SO:0001217, UniParc:UPI00203F8C11, UniRef:UniRef100_UPI00203F8C11, UniRef:UniRef50_A0A7U9NF17, UniRef:UniRef90_UPI00203F8C11
contig_28	cds	13710	14357	-	BEEJFJ_08855	rsxE	electron transport complex subunit RsxE	KEGG:K03613, RefSeq:WP_251449032.1, SO:0001217, UniParc:UPI0020411C5F, UniRef:UniRef100_UPI0020411C5F, UniRef:UniRef50_A0A1C6GA89, UniRef:UniRef90_UPI0020411C5F
contig_28	cds	14370	14951	-	BEEJFJ_08860		FMN-binding protein	RefSeq:WP_251449033.1, SO:0001217, UniParc:UPI00203D13C8, UniRef:UniRef100_UPI00203D13C8, UniRef:UniRef50_A0A0S2W1P8, UniRef:UniRef90_UPI00203D13C8
contig_28	cds	14948	16003	-	BEEJFJ_08865		RnfABCDGE type electron transport complex subunit D	RefSeq:WP_251449034.1, SO:0001217, UniParc:UPI0020410A2F, UniRef:UniRef100_UPI0020410A2F, UniRef:UniRef50_A0A1C6GAF2, UniRef:UniRef90_UPI0020410A2F
contig_28	cds	16000	17358	-	BEEJFJ_08870	rsxC	electron transport complex subunit RsxC	EC:7.1.1.11, EC:7.2.1.2, GO:0009055, GO:0016020, GO:0051539, KEGG:K03615, RefSeq:WP_251449035.1, SO:0001217, UniParc:UPI00203BB5F3, UniRef:UniRef100_UPI00203BB5F3, UniRef:UniRef50_A0A8J6JDF8, UniRef:UniRef90_UPI00203BB5F3
contig_28	cds	17583	19292	+	BEEJFJ_08875	ilvB	biosynthetic-type acetolactate synthase large subunit	EC:2.2.1.6, GO:0003984, GO:0005948, GO:0009097, GO:0009099, KEGG:K01652, RefSeq:WP_251449036.1, SO:0001217, UniParc:UPI00203F8BC7, UniRef:UniRef100_UPI00203F8BC7, UniRef:UniRef50_V2YHU8, UniRef:UniRef90_UPI00203F8BC7
contig_28	cds	19306	19863	+	BEEJFJ_08880	ilvN	acetolactate synthase small subunit	EC:2.2.1.6, GO:0009082, GO:1990610, KEGG:K01653, RefSeq:WP_251449037.1, SO:0001217, UniParc:UPI00204162EA, UniRef:UniRef100_UPI00204162EA, UniRef:UniRef50_A0A174LG80, UniRef:UniRef90_UPI00204162EA
contig_28	cds	19951	20970	+	BEEJFJ_08885	ilvC	ketol-acid reductoisomerase	COG:COG0059, COG:EH, EC:1.1.1.86, RefSeq:WP_251449038.1, SO:0001217, UniParc:UPI00203DF230, UniRef:UniRef100_UPI00203DF230, UniRef:UniRef50_C8WR67, UniRef:UniRef90_A6NPM6
contig_28	cds	21045	21800	-	BEEJFJ_08890		helix-turn-helix transcriptional regulator	RefSeq:WP_251449039.1, SO:0001217, UniParc:UPI00203B393D, UniRef:UniRef100_UPI00203B393D, UniRef:UniRef50_A0A0S2W158, UniRef:UniRef90_UPI00203B393D
contig_28	cds	21946	23607	+	BEEJFJ_08895	ilvD	dihydroxy-acid dehydratase	EC:4.2.1.9, GO:0004160, GO:0009097, GO:0009099, KEGG:K01687, RefSeq:WP_251449040.1, SO:0001217, UniParc:UPI00203A5BCA, UniRef:UniRef100_UPI00203A5BCA, UniRef:UniRef50_Q725Q1, UniRef:UniRef90_UPI00203A5BCA
contig_29	cds	36	899	-	BEEJFJ_08900		pyridoxamine kinase	EC:2.7.1.35, GO:0008478, GO:0009443, SO:0001217, UniRef:UniRef50_A0A212J5T1, UniRef:UniRef90_UPI00203C7BBD
contig_29	tRNA	998	1082	+	BEEJFJ_08905	trnL	tRNA-Leu(tag)	SO:0000264
contig_29	cds	1180	2010	-	BEEJFJ_08910	tatC	twin-arginine translocase subunit TatC	GO:0005886, GO:0015628, KEGG:K03118, RefSeq:WP_251449043.1, SO:0001217, UniParc:UPI00203B4602, UniRef:UniRef100_UPI00203B4602, UniRef:UniRef50_UPI00203B4602, UniRef:UniRef90_UPI00203B4602
contig_29	cds	1988	2173	-	BEEJFJ_08915		twin-arginine translocase TatA/TatE family subunit	RefSeq:WP_251449044.1, SO:0001217, UniParc:UPI00203D10A8, UniRef:UniRef100_UPI00203D10A8, UniRef:UniRef50_A0A1S9BRM4, UniRef:UniRef90_UPI00203D10A8
contig_29	cds	2170	2571	-	BEEJFJ_08920		twin-arginine translocase TatA/TatE family subunit	KEGG:K03117, RefSeq:WP_251449045.1, SO:0001217, UniParc:UPI00203ECA02, UniRef:UniRef100_UPI00203ECA02, UniRef:UniRef50_UPI00203ECA02, UniRef:UniRef90_UPI00203ECA02
contig_29	cds	2798	3712	+	BEEJFJ_08925	lysR	LysR family transcriptional regulator	RefSeq:WP_251449046.1, SO:0001217, UniParc:UPI00203F83DC, UniRef:UniRef100_UPI00203F83DC, UniRef:UniRef50_UPI00203F83DC, UniRef:UniRef90_UPI00203F83DC
contig_29	cds	3876	4508	+	BEEJFJ_08930		ferredoxin-like protein	RefSeq:WP_251449047.1, SO:0001217, UniParc:UPI00203DE9C0, UniRef:UniRef100_UPI00203DE9C0, UniRef:UniRef50_A0A1V2LYK3, UniRef:UniRef90_UPI00203DE9C0
contig_29	cds	4527	6689	+	BEEJFJ_08935		aldehyde ferredoxin oxidoreductase	EC:1.2.7.5, GO:0009055, GO:0016491, GO:0051536, KEGG:K03738, RefSeq:WP_251449048.1, SO:0001217, UniParc:UPI00203CFF04, UniRef:UniRef100_UPI00203CFF04, UniRef:UniRef50_A0A564UBL4, UniRef:UniRef90_UPI00203CFF04
contig_29	cds	6705	7370	+	BEEJFJ_08940		hypothetical protein	RefSeq:WP_251449049.1, SO:0001217, UniParc:UPI002040F724, UniRef:UniRef100_UPI002040F724, UniRef:UniRef50_UPI002040F724, UniRef:UniRef90_UPI002040F724
contig_29	cds	7387	8022	+	BEEJFJ_08945		hypothetical protein	RefSeq:WP_251449050.1, SO:0001217, UniParc:UPI0020409C5E, UniRef:UniRef100_UPI0020409C5E, UniRef:UniRef50_UPI0020409C5E, UniRef:UniRef90_UPI0020409C5E
contig_29	cds	8052	8759	+	BEEJFJ_08950	fdhD	formate dehydrogenase accessory sulfurtransferase FdhD	KEGG:K02379, RefSeq:WP_251449063.1, SO:0001217, UniParc:UPI00203B7681, UniRef:UniRef100_UPI00203B7681, UniRef:UniRef50_UPI00203B7681, UniRef:UniRef90_UPI00203B7681
contig_29	cds	8913	10748	+	BEEJFJ_08955		hypothetical protein	RefSeq:WP_251449051.1, SO:0001217, UniParc:UPI00203B1498, UniRef:UniRef100_UPI00203B1498, UniRef:UniRef50_UPI00203B1498, UniRef:UniRef90_UPI00203B1498
contig_29	cds	10814	13027	+	BEEJFJ_08960		hydratase	RefSeq:WP_251449052.1, SO:0001217, UniParc:UPI00203A6244, UniRef:UniRef100_UPI00203A6244, UniRef:UniRef50_A0A0J1IEE8, UniRef:UniRef90_UPI00203A6244
contig_29	cds	13128	13670	+	BEEJFJ_08965		sigma-70 family RNA polymerase sigma factor	KEGG:K03088, RefSeq:WP_251449053.1, SO:0001217, UniParc:UPI0020402FD7, UniRef:UniRef100_UPI0020402FD7, UniRef:UniRef50_A6NVT4, UniRef:UniRef90_UPI0020402FD7
contig_29	cds	13663	15033	+	BEEJFJ_08970		DUF4179 domain-containing protein	RefSeq:WP_251449054.1, SO:0001217, UniParc:UPI00203C3281, UniRef:UniRef100_UPI00203C3281, UniRef:UniRef50_UPI00203C3281, UniRef:UniRef90_UPI00203C3281
contig_29	cds	15089	16759	-	BEEJFJ_08975		formate--tetrahydrofolate ligase	EC:6.3.4.3, GO:0004329, GO:0005524, RefSeq:WP_251449055.1, SO:0001217, UniParc:UPI0020420935, UniRef:UniRef100_UPI0020420935, UniRef:UniRef50_Q5XZD9, UniRef:UniRef90_UPI0020420935
contig_29	cds	16781	17548	-	BEEJFJ_08980		SDR family NAD(P)-dependent oxidoreductase	RefSeq:WP_251449056.1, SO:0001217, UniParc:UPI0020420E2F, UniRef:UniRef100_UPI0020420E2F, UniRef:UniRef50_A0A644WQC2, UniRef:UniRef90_UPI0020420E2F
contig_29	cds	17722	18831	-	BEEJFJ_08985	ftsZ	cell division protein FtsZ	GO:0000910, GO:0003924, KEGG:K03531, RefSeq:WP_251449057.1, SO:0001217, UniParc:UPI00203D39AF, UniRef:UniRef100_UPI00203D39AF, UniRef:UniRef50_F4XDA2, UniRef:UniRef90_UPI00203D39AF
contig_29	cds	18887	19273	-	BEEJFJ_08990		small basic family protein	RefSeq:WP_251449058.1, SO:0001217, UniParc:UPI00203B0C7C, UniRef:UniRef100_UPI00203B0C7C, UniRef:UniRef50_A6P1Q8, UniRef:UniRef90_UPI00203B0C7C
contig_29	cds	19275	20072	-	BEEJFJ_08995		DUF881 domain-containing protein	SO:0001217, UniRef:UniRef50_A6P1Q7, UniRef:UniRef90_UPI00203B5ECE
contig_29	cds	20014	20889	-	BEEJFJ_09000		FtsQ-type POTRA domain-containing protein	RefSeq:WP_251449060.1, SO:0001217, UniParc:UPI00203A6207, UniRef:UniRef100_UPI00203A6207, UniRef:UniRef50_UPI00203A6207, UniRef:UniRef90_UPI00203A6207
contig_29	cds	20987	22252	-	BEEJFJ_09005	murA	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	EC:2.5.1.7, GO:0008760, GO:0009252, KEGG:K00790, RefSeq:WP_251449061.1, SO:0001217, UniParc:UPI00203D69B6, UniRef:UniRef100_UPI00203D69B6, UniRef:UniRef50_F4XDA0, UniRef:UniRef90_UPI00203D69B6
contig_29	cds	22325	23443	-	BEEJFJ_09010	murG	undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase	EC:2.4.1.227, GO:0009252, GO:0050511, KEGG:K02563, RefSeq:WP_251449062.1, SO:0001217, UniParc:UPI00204243EB, UniRef:UniRef100_UPI00204243EB, UniRef:UniRef50_R9M1N7, UniRef:UniRef90_UPI00204243EB
contig_30	cds	37	753	-	BEEJFJ_09015		SGNH/GDSL hydrolase family protein	RefSeq:WP_251449064.1, SO:0001217, UniParc:UPI00203B0C40, UniRef:UniRef100_UPI00203B0C40, UniRef:UniRef50_UPI00203B0C40, UniRef:UniRef90_UPI00203B0C40
contig_30	cds	756	1208	-	BEEJFJ_09020		DUF4358 domain-containing protein	RefSeq:WP_251449065.1, SO:0001217, UniParc:UPI00204056B6, UniRef:UniRef100_UPI00204056B6, UniRef:UniRef50_UPI00204056B6, UniRef:UniRef90_UPI00204056B6
contig_30	cds	1228	2088	-	BEEJFJ_09025		GDSL-type esterase/lipase family protein	RefSeq:WP_251449066.1, SO:0001217, UniParc:UPI00203E2CA8, UniRef:UniRef100_UPI00203E2CA8, UniRef:UniRef50_UPI00203E2CA8, UniRef:UniRef90_UPI00203E2CA8
contig_30	cds	2125	2826	-	BEEJFJ_09030	yjjG	YjjG family noncanonical pyrimidine nucleotidase	GO:0008253, RefSeq:WP_251449067.1, SO:0001217, UniParc:UPI00203CB15A, UniRef:UniRef100_UPI00203CB15A, UniRef:UniRef50_UPI00203CB15A, UniRef:UniRef90_UPI00203CB15A
